sample_id,label,defect_type,category,n_sensor_rows,duration_s,n_images,const_sensor_cols,issues
12-25-22-0281-07,1,lack_of_fusion,lack_of_fusion_16_12-25-22_butt_BSK46,329,36.97,5,[],[]
12-25-22-0282-07,1,lack_of_fusion,lack_of_fusion_16_12-25-22_butt_BSK46,335,36.92,5,[],[]
12-25-22-0283-07,1,lack_of_fusion,lack_of_fusion_16_12-25-22_butt_BSK46,332,36.93,5,[],[]
12-25-22-0284-07,1,lack_of_fusion,lack_of_fusion_16_12-25-22_butt_BSK46,334,36.91,5,[],[]
12-25-22-0285-07,1,lack_of_fusion,lack_of_fusion_16_12-25-22_butt_BSK46,333,36.79,5,[],[]
12-25-22-0286-07,1,lack_of_fusion,lack_of_fusion_16_12-25-22_butt_BSK46,331,36.85,5,[],[]
12-25-22-0287-07,1,lack_of_fusion,lack_of_fusion_16_12-25-22_butt_BSK46,333,36.96,5,[],[]
12-25-22-0288-07,1,lack_of_fusion,lack_of_fusion_16_12-25-22_butt_BSK46,331,36.83,5,[],[]
12-25-22-0289-07,1,lack_of_fusion,lack_of_fusion_16_12-25-22_butt_BSK46,333,36.89,5,[],[]
09-05-22-0001-07,1,lack_of_fusion,lack_of_fusion_1_09-05-2022_plane_plate,277,30.97,5,[],[]
09-05-22-0002-07,1,lack_of_fusion,lack_of_fusion_1_09-05-2022_plane_plate,283,31.21,5,[],[]
09-05-22-0003-07,1,lack_of_fusion,lack_of_fusion_1_09-05-2022_plane_plate,282,31.39,5,[],[]
09-05-22-0004-07,1,lack_of_fusion,lack_of_fusion_1_09-05-2022_plane_plate,281,31.16,5,[],[]
09-05-22-0005-07,1,lack_of_fusion,lack_of_fusion_1_09-05-2022_plane_plate,282,31.27,5,[],[]
09-05-22-0006-07,1,lack_of_fusion,lack_of_fusion_1_09-05-2022_plane_plate,282,31.21,5,[],[]
09-05-22-0007-07,1,lack_of_fusion,lack_of_fusion_1_09-05-2022_plane_plate,282,31.29,5,[],[]
09-05-22-0008-07,1,lack_of_fusion,lack_of_fusion_1_09-05-2022_plane_plate,282,31.32,5,[],[]
09-05-22-0009-07,1,lack_of_fusion,lack_of_fusion_1_09-05-2022_plane_plate,281,31.2,5,[],[]
09-05-22-0010-07,1,lack_of_fusion,lack_of_fusion_1_09-05-2022_plane_plate,281,31.14,5,[],[]
10-16-22-0001-07,1,lack_of_fusion,lack_of_fusion_2_10-16-22_butt,325,36.52,5,[],[]
10-16-22-0002-07,1,lack_of_fusion,lack_of_fusion_2_10-16-22_butt,331,36.7,5,[],[]
10-16-22-0003-07,1,lack_of_fusion,lack_of_fusion_2_10-16-22_butt,327,36.6,5,[],[]
10-16-22-0004-07,1,lack_of_fusion,lack_of_fusion_2_10-16-22_butt,326,36.63,5,[],[]
10-16-22-0005-07,1,lack_of_fusion,lack_of_fusion_2_10-16-22_butt,335,36.96,5,[],[]
10-16-22-0006-07,1,lack_of_fusion,lack_of_fusion_2_10-16-22_butt,330,36.5,5,[],[]
10-16-22-0007-07,1,lack_of_fusion,lack_of_fusion_2_10-16-22_butt,333,36.71,5,[],[]
10-16-22-0008-07,1,lack_of_fusion,lack_of_fusion_2_10-16-22_butt,328,36.58,5,[],[]
10-16-22-0009-07,1,lack_of_fusion,lack_of_fusion_2_10-16-22_butt,331,36.71,5,[],[]
10-16-22-0010-07,1,lack_of_fusion,lack_of_fusion_2_10-16-22_butt,332,36.61,5,[],[]
10-16-22-0021-07,1,lack_of_fusion,lack_of_fusion_3_10-16-22_butt,331,36.68,5,[],[]
10-16-22-0022-07,1,lack_of_fusion,lack_of_fusion_3_10-16-22_butt,331,36.59,5,[],[]
10-16-22-0023-07,1,lack_of_fusion,lack_of_fusion_3_10-16-22_butt,331,36.58,5,[],[]
10-16-22-0024-07,1,lack_of_fusion,lack_of_fusion_3_10-16-22_butt,332,36.63,5,[],[]
10-16-22-0025-07,1,lack_of_fusion,lack_of_fusion_3_10-16-22_butt,331,36.66,5,[],[]
10-16-22-0026-07,1,lack_of_fusion,lack_of_fusion_3_10-16-22_butt,330,36.72,5,[],[]
10-16-22-0027-07,1,lack_of_fusion,lack_of_fusion_3_10-16-22_butt,328,36.63,5,[],[]
10-16-22-0028-07,1,lack_of_fusion,lack_of_fusion_3_10-16-22_butt,327,36.66,5,[],[]
10-16-22-0029-07,1,lack_of_fusion,lack_of_fusion_3_10-16-22_butt,328,36.62,5,[],[]
10-16-22-0030-07,1,lack_of_fusion,lack_of_fusion_3_10-16-22_butt,326,36.66,5,[],[]
10-16-22-0041-07,1,lack_of_fusion,lack_of_fusion_4_10-16-22_butt,330,36.6,5,[],[]
10-16-22-0042-07,1,lack_of_fusion,lack_of_fusion_4_10-16-22_butt,328,36.68,5,[],[]
10-16-22-0043-07,1,lack_of_fusion,lack_of_fusion_4_10-16-22_butt,328,36.62,5,[],[]
10-16-22-0044-07,1,lack_of_fusion,lack_of_fusion_4_10-16-22_butt,328,36.67,5,[],[]
10-16-22-0045-07,1,lack_of_fusion,lack_of_fusion_4_10-16-22_butt,328,36.71,5,[],[]
10-16-22-0046-07,1,lack_of_fusion,lack_of_fusion_4_10-16-22_butt,323,36.55,5,[],[]
10-16-22-0047-07,1,lack_of_fusion,lack_of_fusion_4_10-16-22_butt,329,36.59,5,[],[]
10-16-22-0048-07,1,lack_of_fusion,lack_of_fusion_4_10-16-22_butt,328,36.63,5,[],[]
10-16-22-0049-07,1,lack_of_fusion,lack_of_fusion_4_10-16-22_butt,327,36.69,5,[],[]
10-16-22-0050-07,1,lack_of_fusion,lack_of_fusion_4_10-16-22_butt,325,36.69,5,[],[]
10-16-22-0061-07,1,lack_of_fusion,lack_of_fusion_5_10-16-22_butt,327,36.58,5,[],[]
10-16-22-0062-07,1,lack_of_fusion,lack_of_fusion_5_10-16-22_butt,332,36.66,5,[],[]
10-16-22-0063-07,1,lack_of_fusion,lack_of_fusion_5_10-16-22_butt,330,36.75,5,[],[]
10-16-22-0064-07,1,lack_of_fusion,lack_of_fusion_5_10-16-22_butt,331,36.74,5,[],[]
10-16-22-0065-07,1,lack_of_fusion,lack_of_fusion_5_10-16-22_butt,328,36.6,5,[],[]
10-16-22-0066-07,1,lack_of_fusion,lack_of_fusion_5_10-16-22_butt,330,36.75,5,[],[]
10-16-22-0067-07,1,lack_of_fusion,lack_of_fusion_5_10-16-22_butt,328,36.62,5,[],[]
10-16-22-0068-07,1,lack_of_fusion,lack_of_fusion_5_10-16-22_butt,331,36.84,5,[],[]
10-16-22-0069-07,1,lack_of_fusion,lack_of_fusion_5_10-16-22_butt,328,36.47,5,[],[]
10-16-22-0070-07,1,lack_of_fusion,lack_of_fusion_5_10-16-22_butt,329,36.7,5,[],[]
11-20-22-0081-07,1,lack_of_fusion,lack_of_fusion_6_11-20-22_butt,314,35.24,5,[],[]
11-20-22-0082-07,1,lack_of_fusion,lack_of_fusion_6_11-20-22_butt,321,35.52,5,[],[]
11-20-22-0083-07,1,lack_of_fusion,lack_of_fusion_6_11-20-22_butt,320,35.48,5,[],[]
11-20-22-0084-07,1,lack_of_fusion,lack_of_fusion_6_11-20-22_butt,316,35.43,5,[],[]
11-20-22-0085-07,1,lack_of_fusion,lack_of_fusion_6_11-20-22_butt,318,35.52,5,[],[]
11-20-22-0086-07,1,lack_of_fusion,lack_of_fusion_6_11-20-22_butt,315,35.23,5,[],[]
11-20-22-0087-07,1,lack_of_fusion,lack_of_fusion_6_11-20-22_butt,317,35.21,5,[],[]
11-20-22-0088-07,1,lack_of_fusion,lack_of_fusion_6_11-20-22_butt,320,35.58,5,[],[]
11-20-22-0089-07,1,lack_of_fusion,lack_of_fusion_6_11-20-22_butt,320,35.47,5,[],[]
11-20-22-0090-07,1,lack_of_fusion,lack_of_fusion_6_11-20-22_butt,318,35.44,5,[],[]
11-21-22-0101-07,1,lack_of_fusion,lack_of_fusion_7_11-21-22_butt,317,35.37,5,[],[]
11-21-22-0102-07,1,lack_of_fusion,lack_of_fusion_7_11-21-22_butt,321,35.46,5,[],[]
11-21-22-0103-07,1,lack_of_fusion,lack_of_fusion_7_11-21-22_butt,319,35.32,5,[],[]
11-21-22-0104-07,1,lack_of_fusion,lack_of_fusion_7_11-21-22_butt,321,35.38,5,[],[]
11-21-22-0105-07,1,lack_of_fusion,lack_of_fusion_7_11-21-22_butt,319,35.52,5,[],[]
11-21-22-0106-07,1,lack_of_fusion,lack_of_fusion_7_11-21-22_butt,318,35.45,5,[],[]
11-21-22-0107-07,1,lack_of_fusion,lack_of_fusion_7_11-21-22_butt,322,35.49,5,[],[]
11-21-22-0108-07,1,lack_of_fusion,lack_of_fusion_7_11-21-22_butt,317,35.25,5,[],[]
11-21-22-0109-07,1,lack_of_fusion,lack_of_fusion_7_11-21-22_butt,320,35.37,5,[],[]
11-21-22-0110-07,1,lack_of_fusion,lack_of_fusion_7_11-21-22_butt,320,35.41,5,[],[]
11-21-22-0121-07,1,lack_of_fusion,lack_of_fusion_8_11-21-22_butt,318,35.26,5,[],[]
11-21-22-0122-07,1,lack_of_fusion,lack_of_fusion_8_11-21-22_butt,319,35.3,5,[],[]
11-21-22-0123-07,1,lack_of_fusion,lack_of_fusion_8_11-21-22_butt,320,35.38,5,[],[]
11-21-22-0124-07,1,lack_of_fusion,lack_of_fusion_8_11-21-22_butt,319,35.34,5,[],[]
11-21-22-0125-07,1,lack_of_fusion,lack_of_fusion_8_11-21-22_butt,320,35.36,5,[],[]
11-21-22-0126-07,1,lack_of_fusion,lack_of_fusion_8_11-21-22_butt,319,35.25,5,[],[]
11-21-22-0127-07,1,lack_of_fusion,lack_of_fusion_8_11-21-22_butt,319,35.38,5,[],[]
11-21-22-0128-07,1,lack_of_fusion,lack_of_fusion_8_11-21-22_butt,320,35.31,5,[],[]
11-21-22-0129-07,1,lack_of_fusion,lack_of_fusion_8_11-21-22_butt,318,35.35,5,[],[]
11-21-22-0130-07,1,lack_of_fusion,lack_of_fusion_8_11-21-22_butt,320,35.42,5,[],[]
11-21-22-0141-07,1,lack_of_fusion,lack_of_fusion_9_11-21-22_butt,319,35.32,5,[],[]
11-21-22-0142-07,1,lack_of_fusion,lack_of_fusion_9_11-21-22_butt,320,35.3,5,[],[]
11-21-22-0143-07,1,lack_of_fusion,lack_of_fusion_9_11-21-22_butt,319,35.4,5,[],[]
11-21-22-0144-07,1,lack_of_fusion,lack_of_fusion_9_11-21-22_butt,319,35.37,5,[],[]
11-21-22-0145-07,1,lack_of_fusion,lack_of_fusion_9_11-21-22_butt,320,35.42,5,[],[]
11-21-22-0146-07,1,lack_of_fusion,lack_of_fusion_9_11-21-22_butt,319,35.38,5,[],[]
11-21-22-0147-07,1,lack_of_fusion,lack_of_fusion_9_11-21-22_butt,315,35.34,5,[],[]
11-21-22-0148-07,1,lack_of_fusion,lack_of_fusion_9_11-21-22_butt,320,35.53,5,[],[]
11-21-22-0149-07,1,lack_of_fusion,lack_of_fusion_9_11-21-22_butt,320,35.43,5,[],[]
11-21-22-0150-07,1,lack_of_fusion,lack_of_fusion_9_11-21-22_butt,321,35.51,5,[],[]
03-22-23-0001-06,1,overlap,overlap_1_03-22-23_BSK46,196,21.79,5,[],[]
03-22-23-0002-06,1,overlap,overlap_1_03-22-23_BSK46,199,22.02,5,[],[]
03-22-23-0003-06,1,overlap,overlap_1_03-22-23_BSK46,197,22.06,5,[],[]
03-22-23-0004-06,1,overlap,overlap_1_03-22-23_BSK46,201,22.15,5,[],[]
03-22-23-0005-06,1,overlap,overlap_1_03-22-23_BSK46,199,22.06,5,[],[]
03-22-23-0006-06,1,overlap,overlap_1_03-22-23_BSK46,196,21.93,5,[],[]
03-22-23-0007-06,1,overlap,overlap_1_03-22-23_BSK46,197,22.04,5,[],[]
03-22-23-0008-06,1,overlap,overlap_1_03-22-23_BSK46,201,22.17,5,[],[]
03-22-23-0009-06,1,overlap,overlap_1_03-22-23_BSK46,200,22.0,5,[],[]
03-22-23-0010-06,1,overlap,overlap_1_03-22-23_BSK46,200,22.04,5,[],[]
overlap_1_03-22-23_Fe410__03-22-23-0001-06,1,overlap,overlap_1_03-22-23_Fe410,196,21.8,5,[],[]
overlap_1_03-22-23_Fe410__03-22-23-0002-06,1,overlap,overlap_1_03-22-23_Fe410,197,21.97,5,[],[]
overlap_1_03-22-23_Fe410__03-22-23-0003-06,1,overlap,overlap_1_03-22-23_Fe410,198,21.94,5,[],[]
overlap_1_03-22-23_Fe410__03-22-23-0004-06,1,overlap,overlap_1_03-22-23_Fe410,201,22.18,5,[],[]
overlap_1_03-22-23_Fe410__03-22-23-0005-06,1,overlap,overlap_1_03-22-23_Fe410,200,22.11,5,[],[]
overlap_1_03-22-23_Fe410__03-22-23-0006-06,1,overlap,overlap_1_03-22-23_Fe410,202,22.26,5,[],[]
overlap_1_03-22-23_Fe410__03-22-23-0007-06,1,overlap,overlap_1_03-22-23_Fe410,199,22.16,5,[],[]
overlap_1_03-22-23_Fe410__03-22-23-0008-06,1,overlap,overlap_1_03-22-23_Fe410,199,22.19,5,[],[]
overlap_1_03-22-23_Fe410__03-22-23-0009-06,1,overlap,overlap_1_03-22-23_Fe410,200,22.1,5,[],[]
overlap_1_03-22-23_Fe410__03-22-23-0010-06,1,overlap,overlap_1_03-22-23_Fe410,199,22.12,5,[],[]
03-22-23-0021-06,1,overlap,overlap_2_03-22-23_Fe410,197,21.82,5,[],[]
03-22-23-0022-06,1,overlap,overlap_2_03-22-23_Fe410,201,22.14,5,[],[]
03-22-23-0023-06,1,overlap,overlap_2_03-22-23_Fe410,200,22.12,5,[],[]
03-22-23-0024-06,1,overlap,overlap_2_03-22-23_Fe410,198,21.97,5,[],[]
03-22-23-0025-06,1,overlap,overlap_2_03-22-23_Fe410,199,21.93,5,[],[]
03-22-23-0026-06,1,overlap,overlap_2_03-22-23_Fe410,200,22.09,5,[],[]
03-22-23-0027-06,1,overlap,overlap_2_03-22-23_Fe410,198,22.07,5,[],[]
03-22-23-0028-06,1,overlap,overlap_2_03-22-23_Fe410,197,22.07,5,[],[]
03-22-23-0029-06,1,overlap,overlap_2_03-22-23_Fe410,198,22.1,5,[],[]
03-22-23-0030-06,1,overlap,overlap_2_03-22-23_Fe410,200,22.15,5,[],[]
03-22-23-0041-06,1,overlap,overlap_3_03-22-23_Fe410,195,21.84,5,[],[]
03-22-23-0042-06,1,overlap,overlap_3_03-22-23_Fe410,202,22.25,5,[],[]
03-22-23-0043-06,1,overlap,overlap_3_03-22-23_Fe410,200,22.26,5,[],[]
03-22-23-0044-06,1,overlap,overlap_3_03-22-23_Fe410,200,22.0,5,[],[]
03-22-23-0045-06,1,overlap,overlap_3_03-22-23_Fe410,200,22.11,5,[],[]
03-22-23-0046-06,1,overlap,overlap_3_03-22-23_Fe410,202,22.24,5,[],[]
03-22-23-0047-06,1,overlap,overlap_3_03-22-23_Fe410,199,22.17,5,[],[]
03-22-23-0048-06,1,overlap,overlap_3_03-22-23_Fe410,198,22.16,5,[],[]
03-22-23-0049-06,1,overlap,overlap_3_03-22-23_Fe410,200,22.14,5,[],[]
03-22-23-0050-06,1,overlap,overlap_3_03-22-23_Fe410,197,21.98,5,[],[]
03-22-23-0062-06,1,overlap,overlap_4_03-22-23_Fe410,197,22.04,5,[],[]
03-22-23-0063-06,1,overlap,overlap_4_03-22-23_Fe410,198,21.84,5,[],[]
03-22-23-0064-06,1,overlap,overlap_4_03-22-23_Fe410,198,22.01,5,[],[]
03-22-23-0065-06,1,overlap,overlap_4_03-22-23_Fe410,198,22.02,5,[],[]
03-22-23-0066-06,1,overlap,overlap_4_03-22-23_Fe410,199,22.12,5,[],[]
03-22-23-0067-06,1,overlap,overlap_4_03-22-23_Fe410,199,22.11,5,[],[]
03-22-23-0068-06,1,overlap,overlap_4_03-22-23_Fe410,199,22.14,5,[],[]
03-22-23-0069-06,1,overlap,overlap_4_03-22-23_Fe410,199,22.12,5,[],[]
03-22-23-0070-06,1,overlap,overlap_4_03-22-23_Fe410,199,22.12,5,[],[]
03-22-23-0081-06,1,overlap,overlap_5_03-22-23_Fe410,195,21.85,5,[],[]
03-22-23-0082-06,1,overlap,overlap_5_03-22-23_Fe410,200,22.07,5,[],[]
03-22-23-0083-06,1,overlap,overlap_5_03-22-23_Fe410,200,22.07,5,[],[]
03-22-23-0084-06,1,overlap,overlap_5_03-22-23_Fe410,200,22.24,5,[],[]
03-22-23-0085-06,1,overlap,overlap_5_03-22-23_Fe410,197,22.1,5,[],[]
03-22-23-0086-06,1,overlap,overlap_5_03-22-23_Fe410,199,22.14,5,[],[]
03-22-23-0087-06,1,overlap,overlap_5_03-22-23_Fe410,199,22.16,5,[],[]
03-22-23-0088-06,1,overlap,overlap_5_03-22-23_Fe410,199,22.23,5,[],[]
03-22-23-0089-06,1,overlap,overlap_5_03-22-23_Fe410,198,22.09,5,[],[]
03-22-23-0090-06,1,overlap,overlap_5_03-22-23_Fe410,200,22.14,5,[],[]
03-22-23-0101-06,1,overlap,overlap_6_03-22-23_Fe410,199,21.88,5,[],[]
03-22-23-0102-06,1,overlap,overlap_6_03-22-23_Fe410,200,22.06,5,[],[]
03-22-23-0103-06,1,overlap,overlap_6_03-22-23_Fe410,201,22.14,5,[],[]
03-22-23-0104-06,1,overlap,overlap_6_03-22-23_Fe410,200,22.0,5,[],[]
03-22-23-0105-06,1,overlap,overlap_6_03-22-23_Fe410,199,22.07,5,[],[]
03-22-23-0106-06,1,overlap,overlap_6_03-22-23_Fe410,197,22.02,5,[],[]
03-22-23-0107-06,1,overlap,overlap_6_03-22-23_Fe410,199,21.93,5,[],[]
03-22-23-0108-06,1,overlap,overlap_6_03-22-23_Fe410,200,22.08,5,[],[]
03-22-23-0109-06,1,overlap,overlap_6_03-22-23_Fe410,200,22.07,5,[],[]
03-22-23-0110-06,1,overlap,overlap_6_03-22-23_Fe410,199,22.1,5,[],[]
03-22-23-0121-06,1,overlap,overlap_7_03-22-23_Fe410,198,22.14,5,[],[]
03-22-23-0122-06,1,overlap,overlap_7_03-22-23_Fe410,199,22.11,5,[],[]
03-22-23-0123-06,1,overlap,overlap_7_03-22-23_Fe410,200,22.25,5,[],[]
03-22-23-0124-06,1,overlap,overlap_7_03-22-23_Fe410,199,22.06,5,[],[]
03-22-23-0125-06,1,overlap,overlap_7_03-22-23_Fe410,199,22.16,5,[],[]
03-22-23-0126-06,1,overlap,overlap_7_03-22-23_Fe410,201,22.12,5,[],[]
03-22-23-0127-06,1,overlap,overlap_7_03-22-23_Fe410,201,22.25,5,[],[]
03-22-23-0128-06,1,overlap,overlap_7_03-22-23_Fe410,200,22.16,5,[],[]
03-22-23-0129-06,1,overlap,overlap_7_03-22-23_Fe410,201,22.15,5,[],[]
03-22-23-0130-06,1,overlap,overlap_7_03-22-23_Fe410,199,22.04,5,[],[]
